titre,entreprise,localisation,competences_cles,niveau_etudes_requis,niveau_experience,contrat_propose,date_publication,lien
Technicien Parc Auto  - Rabat,TECTRA RABAT - KENITRA,Rabat-Salé-Kénitra,"['Parc Auto ', ' Production ', ' Qualité']",Bac+2,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Intérim,01.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-parc-auto-rabat-8707242
Technicien Maintenance (transport Non Assuré) - Bouskoura,SEPALUMIC,Casablanca-Mohammedia,"['Automatisme ', ' Automatisme Industriel ', ' Électromécanique ', ' Électronique ', ' Gestion de la Maintenance ', ' Hygiène ', ' Machines ', ' Maintenance ', ' Maintenance Corrective ', ' Maintenance Préventive ', ' Production ', ' Qualité']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,01.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-maintenance-transport-non-assure-bouskoura-8707353
Chargé(e) de Mission Commerciale  - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,"['Prospection ', ' Suivi des Clients ', ' Vente']",Bac+3,Expérience entre 2 ans et 5 ans,CDI,01.01.2025,https://www.emploi.ma/offre-emploi-maroc/chargee-mission-commerciale-casablanca-8707636
Chargé(e) d´Études de Marché  - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,"['Prospection ', ' Suivi des Clients ', ' Vente']",Bac+4,Expérience entre 2 ans et 5 ans,CDI,01.01.2025,https://www.emploi.ma/offre-emploi-maroc/chargee-etudes-marche-casablanca-8707648
Enseignant Chercheur Permanent en Informatique - Casablanca,EDVANTIS HIGHER EDUCATION GROUP,Casablanca-Mohammedia,['Enseignement'],Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,31.12.2024,https://www.emploi.ma/offre-emploi-maroc/enseignant-chercheur-permanent-informatique-casablanca-8470158
Chargé D’Appui Commercial (H/F) - Casablanca,N/A,Casablanca-Mohammedia,['Vente'],Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,31.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-appui-commercial-hf-casablanca-8672290
Superviseur QHSE  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['BTP ', ' Hygiène ', ' Maintenance ', ' Production ', ' QHSE ', ' Qualité']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDD,31.12.2024,https://www.emploi.ma/offre-emploi-maroc/superviseur-qhse-casablanca-8705715
Administrateur des Ventes - Casablanca,KARTNER INVEST,Casablanca-Mohammedia,"['CRM ', ' Facturation ', ' Gestion des Ventes ', ' Négociation ', ' Vente']","Bac+2, Bac+3 & Bac+4",Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,CDI,31.12.2024,https://www.emploi.ma/offre-emploi-maroc/administrateur-ventes-casablanca-8705716
Responsable Maintenance  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['BTP ', ' Construction ', ' Électromécanique ', ' Équipement ', ' Hydraulique ', ' Hydraulique Pneumatique ', ' Maintenance ', ' Plomberie ', ' Pneumatique ', ' Production ', ' Qualité ', ' Secteur BTP']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,31.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-maintenance-casablanca-8705732
Ingénieur D´Études en Génie Civil - Rabat,N/A,Rabat-Salé-Kénitra,"['BTP ', ' Dimensionnement']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,31.12.2024,https://www.emploi.ma/offre-emploi-maroc/ingenieur-etudes-genie-civil-rabat-8705909
Responsable Import / Export - Mohammedia,BATIFER,Casablanca-Mohammedia,"['Acheminement ', ' Dédouanement ', ' Export ', ' Gestion du Transport ', ' Import ', ' Transit ', ' Transport ', ' Transport International']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,31.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-import-export-mohammedia-8688131
Développeur Service NOW Junior  - Casablanca,VISION BUSINESS CONSULTING,Casablanca-Mohammedia,"['DOCUBASE ', ' ITSM ', ' SERVICENOW']",Bac+5 et plus,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Freelance,31.12.2024,https://www.emploi.ma/offre-emploi-maroc/developpeur-service-now-junior-casablanca-8706151
Technicien Utilities  - Berrechid,ATLAS PHARM,Settat,"['Fabrication ', ' HVAC ', ' Machines ', ' Maintenance ', ' Maintenance Préventive ', ' Processus ', ' Production ', ' Qualité ', ' Robotique']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,31.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-utilities-berrechid-8706182
Chargé Réclamations et SAV  - Casablanca,KARTNER INVEST,Casablanca-Mohammedia,"['CRM ', ' Gestion des Réclamations ', ' Gestion des Ventes']",Bac+3 & Bac+4,Expérience entre 2 ans et 5 ans,CDI,31.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-reclamations-sav-casablanca-8703752
Réceptionniste  - Casablanca,TECTRA,Casablanca-Mohammedia,"['Assistanat ', ' Secrétariat']",Bac+3,Expérience entre 2 ans et 5 ans,Intérim,28.12.2024,https://www.emploi.ma/offre-emploi-maroc/receptionniste-casablanca-8701615
Chargée Marketing - Berrechid,TECTRA BERRECHID,Casablanca-Mohammedia,"['Communication ', ' Marketing ', ' Newsletters']",Bac+4 & Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,Intérim,28.12.2024,https://www.emploi.ma/offre-emploi-maroc/chargee-marketing-berrechid-8702328
Assistante Administration des Ventes - Berrechid,TECTRA BERRECHID,Casablanca-Mohammedia,"['Facturation ', ' Gestion des Commandes ', ' Gestion des Ventes ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,28.12.2024,https://www.emploi.ma/offre-emploi-maroc/assistante-administration-ventes-berrechid-8702355
Assistante Directeur Administratif et Financier - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,"['Assistanat ', ' Gestion du Courrier ', ' Secrétariat']",Bac+3,Expérience entre 2 ans et 5 ans,Intérim,28.12.2024,https://www.emploi.ma/offre-emploi-maroc/assistante-directeur-administratif-financier-casablanca-8702522
Moroccan Hammam Attendant - Nouakchott,FASQ HOTEL,Casablanca-Mohammedia,['Santé'],Qualification avant bac & Bac,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDD,28.12.2024,https://www.emploi.ma/offre-emploi-maroc/moroccan-hammam-attendant-nouakchott-8702629
"Responsable Commercial Terrain - Secteur de L’Éducation - Agadir, Laâyoune",CALLIOPE,Agadir & Laâyoune,"['Techniques de Vente ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,28.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-commercial-terrain-secteur-education-agadir-laayoune-8703080
Cadre HSE - Casablanca,DEKRA SERVICES,Casablanca-Mohammedia,"['Assurance Qualité ', ' Hygiène ', ' Maintenance ', ' Qualité']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,28.12.2024,https://www.emploi.ma/offre-emploi-maroc/cadre-hse-casablanca-8703105
Human Resources Manager - Nouakchott,FASQ HOTEL,Casablanca-Mohammedia & International,['Tourisme'],"Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDD,28.12.2024,https://www.emploi.ma/offre-emploi-maroc/human-resources-manager-nouakchott-8702461
Lady and Man Masseur Spa - Nouakchott,FASQ HOTEL,Casablanca-Mohammedia & International,['Tourisme'],"Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDD,28.12.2024,https://www.emploi.ma/offre-emploi-maroc/lady-man-masseur-spa-nouakchott-8702615
Formateur Vacataire en Techniques de Négociation  - Fès,INSTITUT DE FORMATION AUX MÉTIERS DU BTP,Fès,['Formation'],"Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDD,27.12.2024,https://www.emploi.ma/offre-emploi-maroc/formateur-vacataire-techniques-negociation-fes-8660315
Responsable Comptable - Tit Mellil,ROBELBOIS SA,Casablanca-Mohammedia,"['Audit ', ' Comptabilité ', ' Comptabilité Générale ', ' Finance ', ' Financement ', ' Gestion ', ' Gestion Financière ', ' Rapprochement Bancaire ', ' Suivi de la Trésorerie ', ' Trésorerie']",Bac+5 et plus,Expérience > 10 ans,CDI,27.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-comptable-tit-mellil-8686717
Conducteur de Gros Œuvre (H/F)  - Casablanca,TECTRA,Casablanca-Mohammedia,"['Audit ', ' Comptabilité ', ' Comptabilité Générale ', ' Finance ', ' Financement ', ' Gestion ', ' Gestion Financière ', ' Rapprochement Bancaire ', ' Suivi de la Trésorerie ', ' Trésorerie']",Bac+2 & Bac+3,Expérience entre 5 ans et 10 ans,CDI,27.12.2024,https://www.emploi.ma/offre-emploi-maroc/conducteur-gros-oeuvre-hf-casablanca-8699800
Assistant de Direction / Gestionnaire de Chantier (H/F)  - Casablanca,TECTRA,Casablanca-Mohammedia,"['Comptabilité ', ' Documents Administratifs ', ' Finance ', ' Gestion']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,27.12.2024,https://www.emploi.ma/offre-emploi-maroc/assistant-direction-gestionnaire-chantier-hf-casablanca-8699863
Chargé de Portefeuille H/F - Marrakech,FONDATION ARRAWAJ,Marrakech-Safi,"['Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,27.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-hf-marrakech-8700584
Responsable Réseaux Sociaux (Community Manager) - Casablanca,CALLIOPE,Casablanca-Mohammedia,"['Communication ', ' Communication Digitale ', ' Communication Marketing ', ' Marketing']",Bac+4,Expérience entre 2 ans et 5 ans,CDI,26.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-reseaux-sociaux-community-manager-casablanca-7601256
Ingénieur de Suivi et Contrôle de Travaux - Guelmim,N/A,Guelmim,"['Communication ', ' Communication Digitale ', ' Communication Marketing ', ' Marketing']",Bac+5 et plus,Expérience > 10 ans,CDI,26.12.2024,https://www.emploi.ma/offre-emploi-maroc/ingenieur-suivi-controle-travaux-guelmim-8441268
Chargé(e) d´Assistance Téléphonique Francophone  - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,"['Assistance ', ' Réception']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,26.12.2024,https://www.emploi.ma/offre-emploi-maroc/chargee-assistance-telephonique-francophone-casablanca-8698266
Commercial Motorisés  - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,"['Prospection ', ' Prospection Terrain ', ' Vente']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,26.12.2024,https://www.emploi.ma/offre-emploi-maroc/commercial-motorises-casablanca-8698853
Contrôleur de Gestion ( Secteur Industriel) - Casablanca,OGE - GROUPE CAHORS,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion']",Bac+4,Expérience entre 2 ans et 5 ans,CDI,26.12.2024,https://www.emploi.ma/offre-emploi-maroc/controleur-gestion-secteur-industriel-casablanca-8698927
Mécanicien de Maintenance Industrielle - Casablanca et Région,TECTRA,Casablanca-Mohammedia,['BTP'],"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,26.12.2024,https://www.emploi.ma/offre-emploi-maroc/mecanicien-maintenance-industrielle-casablanca-region-8699329
Animateur Commercial - Kénitra,TECTRA,Rabat-Salé-Kénitra,['Vente'],Bac+2,Débutant < 2 ans,Intérim,26.12.2024,https://www.emploi.ma/offre-emploi-maroc/animateur-commercial-kenitra-8699359
Chargé(e) de Recrutement  - Casablanca,ENI,Casablanca-Mohammedia,"['Formation ', ' Management ', ' Recrutement']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,26.12.2024,https://www.emploi.ma/offre-emploi-maroc/chargee-recrutement-casablanca-8699626
Chargé d´Accueil  - Casablanca,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Comptabilité ', ' Dossiers Administratifs ', ' Gestion ', ' Recouvrement ', ' Vente']",Bac+3,Débutant < 2 ans,Intérim,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-accueil-casablanca-7877108
Coach Fitness  - Casablanca,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,['Tourisme'],Bac+2,Expérience entre 2 ans et 5 ans,CDI & Intérim,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/coach-fitness-casablanca-7821576
Coach Sportif,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Animation ', ' Sécurité']",Bac,Expérience entre 2 ans et 5 ans,CDI,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/coach-sportif-6231879
Conseiller Commercial - Secteur Bancaire,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Suivi Commercial ', ' Vente']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/conseiller-commercial-secteur-bancaire-7878440
Gommeuse - Casablanca,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Hôtellerie ', ' Restauration ', ' Tourisme']",Bac,Expérience entre 2 ans et 5 ans,Intérim,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/gommeuse-7108375
Comptable  - Casablanca,MIZAR STUDIOS,Casablanca-Mohammedia,"['Comptabilité ', ' Écritures Comptables ', ' Finance ', ' Gestion ', ' Opérations Bancaires']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/comptable-casablanca-8696469
Couturier - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['DU ', ' Maintenance ', ' Production ', ' Qualité']",Qualification avant bac,Expérience entre 2 ans et 5 ans,Intérim,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/couturier-marrakech-8697209
Assistant(e) Contrôle de Gestion  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/assistante-controle-gestion-casablanca-8697239
Contrôleur de Gestion - Casablanca,KARTNER INVEST,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion ', ' Processus de Gestion ', ' Suivi Budgétaire']",Bac+5 et plus,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,CDI,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/controleur-gestion-casablanca-8697260
Chargé de Portefeuille H/F - Tiflet,FONDATION ARRAWAJ,Rabat-Salé-Kénitra,"['Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-hf-tiflet-8697296
Demi Chef de Partie Garde-Manger - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['Cuisine ', ' Cuisine Gastronomique ', ' Cuisine Internationale ', ' Dressage ', ' Secteur Hôtelier ', ' Tourisme']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/demi-chef-partie-garde-manger-marrakech-8697420
Hammamiste - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['Secteur Hôtelier ', ' Tourisme']",Qualification avant bac,Expérience entre 2 ans et 5 ans et plus,Intérim,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/hammamiste-marrakech-8697457
Agent Commercial - Marrakech,TECTRA,Marrakech-Safi,"['Prospection ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,Intérim,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/agent-commercial-marrakech-8697575
Chargée d´Administration RH  - Mohammedia,TECTRA,Casablanca-Mohammedia,"['Administration du Personnel ', ' Administration RH ', ' Cotisations Sociales ', ' Embauche ', ' Formation ', ' Traitement de la Paie']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans,CDI,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/chargee-administration-rh-mohammedia-8697912
Chargé(e) de Formation Cadre - Akaoun,TECTRA,Agadir,['Formation'],Bac+5 et plus,Débutant < 2 ans et plus,Intérim,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/chargee-formation-cadre-akaoun-8697922
Chargé(e) de Recrutement  - Casablanca,TECTRA,Casablanca-Mohammedia,"['Formation ', ' Recrutement ', ' Suivi Administratif']","Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,Intérim,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/chargee-recrutement-casablanca-8697978
Agent Administratif  - Tanger,KARTNER INVEST,Tanger-Tétouan-Al Hoceïma,['Vente'],Bac+2 & Bac+3,Débutant < 2 ans,CDI & CDD,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/agent-administratif-tanger-8698095
Brand Manager - Casablanca,BLAIR,Casablanca-Mohammedia,"['Communication ', ' Marketing ', ' Positionnement ', ' Sponsoring ', ' Supports Marketing']",Bac+4 & Bac+5 et plus,"Etudiant, jeune diplômé & Débutant < 2 ans",CDI,25.12.2024,https://www.emploi.ma/offre-emploi-maroc/brand-manager-casablanca-8694033
Agent Général - Casablanca et Région,RMA ASSURANCE,Casablanca-Mohammedia,"['Suivi Commercial ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,24.12.2024,https://www.emploi.ma/offre-emploi-maroc/agent-general-casablancaazemmourhad-soualem-8692144
Agent Général - Fès et Région,RMA ASSURANCE,Fès & Meknès,"['Suivi Commercial ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,24.12.2024,https://www.emploi.ma/offre-emploi-maroc/agent-general-fesmeknestaza-8692168
Gouvernante  - Casablanca,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Hôtellerie ', ' Restauration ', ' Tourisme']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,24.12.2024,https://www.emploi.ma/offre-emploi-maroc/gouvernante-casablanca-7691606
Chef Barman,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,['Tourisme'],Bac+2,Expérience entre 2 ans et 5 ans,Intérim,24.12.2024,https://www.emploi.ma/offre-emploi-maroc/chef-barman-7939325
Maître D´Hôtel,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Animation ', ' Cuisine ', ' Tourisme']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,24.12.2024,https://www.emploi.ma/offre-emploi-maroc/maitre-hotel-8051359
Thérapeute  - Casablanca,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Santé ', ' Tourisme']",Bac+2,Débutant < 2 ans,CDI,24.12.2024,https://www.emploi.ma/offre-emploi-maroc/therapeute-casablanca-8143774
Assistant Chef Barman,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,['Tourisme'],Bac+1,Débutant < 2 ans,CDI,24.12.2024,https://www.emploi.ma/offre-emploi-maroc/assistant-chef-barman-8143819
Chef de Rang  - Casablanca,TECTRA,Casablanca-Mohammedia,"['Cuisine ', ' Restauration ', ' Secteur Hôtelier ', ' Tourisme']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,24.12.2024,https://www.emploi.ma/offre-emploi-maroc/chef-rang-casablanca-8693060
Gestionnaire Administratif - Casablanca,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Achats ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé et plus","CDI, CDD, Intérim, Stage, Freelance, Alternance, Temps partiel & Statutaire",24.12.2024,https://www.emploi.ma/offre-emploi-maroc/gestionnaire-administratif-casablanca-8695309
Serveur - Casablanca et Région,TECTRA,Casablanca-Mohammedia,"['Accueil ', ' Cuisine ', ' Hôtellerie ', ' Tourisme']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,24.12.2024,https://www.emploi.ma/offre-emploi-maroc/serveur-casablanca-region-8695345
Assistante Commerciale - Casablanca,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,['Gestion des Ventes'],"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,"CDI, CDD, Intérim, Stage, Freelance, Alternance, Temps partiel & Statutaire",24.12.2024,https://www.emploi.ma/offre-emploi-maroc/assistante-commerciale-casablanca-8695479
Infirmier Polyvalent - Khouribga,TECTRA BERRECHID,Béni Mellal-Khénifra,"['Anatomie ', ' Éducation ', ' Hygiène ', ' Pharmacologie ', ' Physiologie ', ' Santé ', ' Soins Infirmiers']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,24.12.2024,https://www.emploi.ma/offre-emploi-maroc/infirmier-polyvalent-khouribga-8695578
